,device_branch,device_province,device_name,device_ip,device_serial_number,start_ma_date,end_ma_date,start_license_date,end_license_date,end_sw_support_date,end_hw_support_date,start_used_date,user_created
1184,LinhDam,HNI,10.68.84.2,10.68.84.2,FOC1939S32C,None,None,None,None,2022-10-31,2026-10-31,None,admin
1185,XuanLa,HNI,10.68.85.1,10.68.85.1,FGL1718207V ,None,None,None,None,2019-09-29,2023-09-30,None,admin
1186,XuanLa,HNI,10.68.85.2,10.68.85.2,JAE26431BHX,2023-05-01,2024-05-01,None,None,None,None,None,admin
1187,XuanLa,HNI,10.68.85.10,10.68.85.10,FOC2220T72W,None,None,None,None,2023-10-31,2027-10-31,None,admin
1188,TayHaNoi,HNI,10.68.86.1,10.68.86.1,FHK142875E8,None,None,None,None,2014-10-31,2016-10-31,None,admin
1189,TayHaNoi,HNI,10.68.86.3,10.68.86.3,FCW2051A3E4,None,None,None,None,2022-10-31,2026-10-31,None,admin
1190,TayHaNoi,HNI,10.68.86.4,10.68.86.4,FCW2051A3C7,None,None,None,None,2022-10-31,2026-10-31,None,admin
1191,TayHaNoi,HNI,10.68.86.2,10.68.86.2,FCW2145A1KK,None,None,None,None,2023-10-31,2027-10-31,None,admin
1192,LyNamDe,HNI,10.68.87.1,10.68.87.1,FDO2222A0XZ,None,None,None,None,2025-08-31,2028-11-30,2018-07-06,admin
1193,LyNamDe,HNI,10.68.87.2,10.68.87.2,FOC2220T6Z5,None,None,None,None,2023-10-31,2027-10-31,None,admin
1194,LyNamDe,HNI,10.68.87.3,10.68.87.3,FOC2221T01Z,None,None,None,None,2023-10-31,2027-10-31,None,admin
1195,LyNamDe,HNI,10.68.87.9,10.68.87.9,FOC2228S0RM,None,None,None,None,2023-10-31,2027-10-31,None,admin
1196,LyNamDe,HNI,10.68.87.11,10.68.87.11,FOC2220T730,None,None,None,None,2023-10-31,2027-10-31,None,admin
1197,LyNamDe,HNI,10.68.87.5,10.68.87.5,FOC2220T6XJ,None,None,None,None,2023-10-31,2027-10-31,None,admin
1198,LyNamDe,HNI,10.68.87.7,10.68.87.7,FOC2220T6Z8,None,None,None,None,2023-10-31,2027-10-31,None,admin
1199,LyNamDe,HNI,10.68.87.4,10.68.87.4,FOC2221T037,None,None,None,None,2023-10-31,2027-10-31,None,admin
1200,LyNamDe,HNI,10.68.87.8,10.68.87.8,FOC2220T6ZK,None,None,None,None,2023-10-31,2027-10-31,None,admin
1201,LyNamDe,HNI,10.68.87.12,10.68.87.12,FOC27181ZX9,2023-03-08,2024-02-08,None,None,None,None,2023-08-30,admin
1202,NamTuLiem,HNI,10.68.89.1,10.68.89.1,FHK14457800,None,None,None,None,2014-10-31,2016-10-31,2013-06-10,admin
1203,NamTuLiem,HNI,10.68.89.2,10.68.89.2,JAE26431CV1,2023-05-01,2024-05-01,None,None,None,None,None,admin
1204,NamTuLiem,HNI,10.68.89.3,10.68.89.3,FOC2709050S,2023-07-08,2024-06-08,None,None,None,None,2023-07-29,admin
1205,NamTuLiem,HNI,10.68.89.4,10.68.89.4,FOC270904YE,2023-07-08,2024-06-08,None,None,None,None,2023-07-29,admin
1206,NamTuLiem,HNI,10.68.89.16,10.68.89.16,FOC27012PE4,2023-07-08,2024-06-08,None,None,None,None,None,admin
1207,NamTuLiem,HNI,10.68.89.5,10.68.89.5,FOC27012KDN,2023-07-07,2024-06-07,None,None,None,None,2023-07-29,admin
1208,NamTuLiem,HNI,10.68.89.8,10.68.89.8,FOC2031Z1N5,None,None,None,None,2022-10-31,2026-10-31,None,admin
1209,NamTuLiem,HNI,10.68.89.9,10.68.89.9,FOC2031Z1LK,None,None,None,None,2022-10-31,2026-10-31,None,admin
1210,NamTuLiem,HNI,10.68.89.17,10.68.89.17,FOC1536Z1CG,None,None,None,None,2022-10-31,2026-10-31,None,admin
1211,NamTuLiem,HNI,10.68.89.14,10.68.89.14,FOC27012QEU,None,None,None,None,None,None,2023-07-29,admin
1212,VanQuan,HNI,10.68.90.1,10.68.90.1,FHK144675BX,None,None,None,None,2014-10-31,2016-10-31,None,admin
1213,VanQuan,HNI,10.68.90.2,10.68.90.2,JAE26431CY0,2023-05-01,2024-05-01,None,None,None,None,None,admin
1214,VanQuan,HNI,10.68.90.5,10.68.90.5,FOC270905C8,2023-06-07,2024-05-07,None,None,None,None,2023-07-29,admin
1215,VanQuan,HNI,10.68.90.3,10.68.90.3,FCQ1712Y3LJ,None,None,None,None,2015-10-31,2019-10-31,None,admin
1216,VanQuan,HNI,10.68.90.4,10.68.90.4,FCQ1712Y3L8,None,None,None,None,2015-10-31,2019-10-31,None,admin
1217,VanQuan,HNI,10.68.90.18,10.68.90.18,FCQ1712Y3L3,None,None,None,None,2015-10-31,2019-10-31,None,admin
1218,NguyenTuan,HNI,10.68.91.1,10.68.91.1,FHK143672BG,None,None,None,None,2014-10-31,2016-10-31,2020-08-31,admin
1219,NguyenTuan,HNI,10.68.91.2,10.68.91.2,JAE264319RZ,2023-05-01,2024-05-01,None,None,None,None,None,admin
1220,VuTrongPhung,HNI,10.68.91.8,10.68.91.8,FCW2051A3EH,None,None,None,None,2022-10-31,2026-10-31,None,admin
1221,VuTrongPhung,HNI,10.68.91.9,10.68.91.9,FCW2051A3CQ,None,None,None,None,2022-10-31,2026-10-31,None,admin
1222,VuTrongPhung,HNI,10.68.91.11,10.68.91.11,FCW2051A3B3,None,None,None,None,2022-10-31,2026-10-31,None,admin
1223,VuTrongPhung,HNI,10.68.91.12,10.68.91.12,FCW2051A3DZ,None,None,None,None,2022-10-31,2026-10-31,None,admin
1224,VuTrongPhung,HNI,10.68.91.13,10.68.91.13,FCQ1616X27P,None,None,None,None,2015-10-31,2019-10-31,None,admin
1225,VuTrongPhung,HNI,10.68.91.15,10.68.91.15,FCQ1616X28D,None,None,None,None,2015-10-31,2019-10-31,None,admin
1226,NguyenTuan,HNI,10.68.91.3,10.68.91.3,FCW2145A1K8,None,None,None,None,2023-10-31,2027-10-31,None,admin
1227,NguyenTuan,HNI,10.68.91.4,10.68.91.4,FCW2145A1M1,None,None,None,None,2023-10-31,2027-10-31,None,admin
1228,NguyenTuan,HNI,10.68.91.5,10.68.91.5,FCW2145A1K6,None,None,None,None,2023-10-31,2027-10-31,None,admin
1229,HangBuom,HNI,10.68.94.1,10.68.94.1,FTX1826817S,None,None,None,None,2019-09-29,2023-09-30,None,admin
1230,ThaiHa,HNI,10.68.94.9,10.68.94.9,JAE26431A73,2023-05-01,2024-05-01,None,None,None,None,None,admin
1231,ThaiHa,HNI,10.68.94.2,10.68.94.2,FOC1935S17R,None,None,None,None,2022-10-31,2026-10-31,None,admin
1232,ThaiHa,HNI,10.68.94.5,10.68.94.5,FOC2002W3T5,None,None,None,None,2022-10-31,2026-10-31,None,admin
1233,ThaiHa,HNI,10.68.94.8,10.68.94.8,FCW2145A1LV,None,None,None,None,2023-10-31,2027-10-31,None,admin
1234,HaoNam,HNI,10.68.83.1,10.68.83.1,FHK1438729E,None,None,None,None,2014-10-31,2016-10-31,2010-12-09,admin
1235,HaoNam,HNI,10.68.83.2,10.68.83.2,JAE26431CJD,2023-05-01,2024-05-01,None,None,None,None,None,admin
1236,LangThuong,HNI,10.68.98.1,10.68.98.1,FGL153324AY,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
1237,LangThuong,HNI,10.68.98.2,10.68.98.2,JAE264319RP,2023-05-01,2024-05-01,None,None,None,None,None,admin
1238,LangThuong,HNI,10.68.98.3,10.68.98.3,FCW1941A1MU,None,None,None,None,2022-10-31,2026-10-31,None,admin
1239,VietHung,HNI,10.68.99.1,10.68.99.1,FGL153324A2,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
1240,VietHung,HNI,10.68.99.2,10.68.99.2,JAE26431CRV,2023-05-01,2024-05-01,None,None,None,None,None,admin
1241,VietHung,HNI,10.68.99.9,10.68.99.9,FOC27012HRV,2023-07-07,2024-06-07,None,None,None,None,None,admin
1242,VietHung,HNI,10.68.99.11,10.68.99.11,FOC270905A0,2023-07-07,2024-06-07,None,None,None,None,None,admin
1243,VietHung,HNI,10.68.99.8,10.68.99.8,FCW2127B4FN,None,None,None,None,2023-10-31,2027-10-31,None,admin
1244,HongHa,HNI,10.68.99.4,10.68.99.4,FOC270904YR,2023-07-07,2024-06-07,None,None,None,None,2023-07-29,admin
1245,HongHa,HNI,10.68.99.3,10.68.99.3,FOC270905CW,None,None,None,None,None,None,2023-07-29,admin
1246,HongHa,HNI,10.68.99.5,10.68.99.5,FOC2709051U,2023-07-07,2024-06-07,None,None,None,None,2023-07-29,admin
1247,DongDo,HNI,10.68.21.1,10.68.21.1,FGL2711L8SY,2023-07-07,2024-06-07,None,None,None,None,None,admin
1248,PhoHue,HNI,10.68.16.9,10.68.16.9,FOC2220T70G,None,None,None,None,2023-10-31,2027-10-31,None,admin
1249,DongDo,HNI,10.68.21.28,10.68.21.28,FOC1451V3QR,None,None,None,None,2015-10-31,2019-10-31,None,admin
1250,DongDo,HNI,10.68.23.2,10.68.23.2,FOC270905H1,2023-07-07,2024-06-07,None,None,None,None,None,admin
1251,DongDo,HNI,10.68.23.4,10.68.23.4,FOC270905A4,2023-07-07,2024-06-07,None,None,None,None,None,admin
1252,DongDo,HNI,10.68.23.8,10.68.23.8,FOC27012L03,2023-06-07,2024-05-07,None,None,None,None,None,admin
1253,DongDo,HNI,10.68.23.9,10.68.23.9,FOC270905BH,2023-06-27,2024-06-26,None,None,None,None,None,admin
1254,DongDo,HNI,10.68.23.10,10.68.23.10,FOC27090575,None,None,None,None,None,None,None,admin
1255,DongDo,HNI,10.68.23.3,10.68.23.3,FOC270905C1,2023-07-07,2024-06-07,None,None,None,None,None,admin
1256,DongDo,HNI,10.68.23.5,10.68.23.5,FOC27012MCR,2023-05-17,2023-05-16,None,None,None,None,None,admin
1257,DongDo,HNI,10.68.23.6,10.68.23.6,FOC2709059Y,None,None,None,None,None,None,None,admin
1258,DongDo,HNI,10.68.23.7,10.68.23.7,FOC27090576,None,None,None,None,None,None,None,admin
1259,DongDo,HNI,10.68.24.2,10.68.24.2,FOC2220T6YR,None,None,None,None,2023-10-31,2027-10-31,2023-11-11,admin
1260,DongDo,HNI,10.68.24.9,10.68.24.9,FCW2051A3CK,None,None,None,None,2022-10-31,2026-10-31,2023-11-11,admin
1261,DongDo,HNI,10.68.24.7,10.68.24.7,FCW2051A3E5,None,None,None,None,2022-10-31,2026-10-31,2023-11-11,admin
1262,DongDo,HNI,10.68.24.6,10.68.24.6,FCW2051A3FD,None,None,None,None,None,None,2023-11-11,admin
1263,DongDo,HNI,10.68.24.5,10.68.24.5,FOC2221T02L,None,None,None,None,2023-10-31,2027-10-31,2023-11-11,admin
1264,DongDo,HNI,10.68.24.4,10.68.24.4,FOC2221T04T,None,None,None,None,2023-10-31,2027-10-31,2023-11-11,admin
1265,DongDo,HNI,10.68.24.3,10.68.24.3,FOC2220T70K,None,None,None,None,2023-10-31,2027-10-31,2023-11-11,admin
1266,PhoHue,HNI,10.68.21.4,10.68.21.4,FOC1111ZAXH,None,None,None,None,2015-07-31,2017-07-31,None,admin
1267,PhoHue,HNI,10.68.21.12,10.68.21.12,FOC1952Y0GQ,None,None,None,None,2022-10-31,2026-10-31,None,admin
1268,DongDo,HNI,10.68.21.8,10.68.21.8,FCW2302B3ZN,None,None,None,None,2023-10-31,2027-10-31,None,admin
1269,DongDo,HNI,10.68.21.10,10.68.21.10,FCW2309B4XX,None,None,None,None,2023-10-31,2027-10-31,None,admin
1270,DongDo,HNI,10.68.21.9,10.68.21.9,FOC2303T01S,None,None,None,None,2023-10-31,2027-10-31,None,admin
1271,ThinhDien,HNI,10.68.21.24,10.68.21.24,FOC1148X673,None,None,None,None,2015-07-31,2017-07-31,None,admin
1272,ThinhDien,HNI,10.68.22.9,10.68.22.9,FOC270905AA,2023-07-07,2024-06-07,None,None,None,None,None,admin
1273,DongDo,HNI,10.68.21.7,10.68.21.7,FCQ1714X544,None,None,None,None,2015-10-31,2019-10-31,None,admin
1274,PhoHue,HNI,10.68.93.8,10.68.93.8,NA2,None,None,None,None,2014-12-17,2014-12-17,None,admin
1275,PhoHue,HNI,10.68.21.2,10.68.21.2,FOC1113U0RC,None,None,None,None,2014-12-17,2014-12-17,None,admin
1276,DongDo,HNI,10.68.21.5,10.68.21.5,FCW2127A2GL,None,None,None,None,2023-10-31,2027-10-31,None,admin
1277,ThinhDien,HNI,10.68.22.8,10.68.22.8,FCW1848A3KT,None,None,None,None,2022-10-31,2026-10-31,None,admin
1278,ChuongDuong,HNI,10.68.41.1,10.68.41.1,FHK1108F31S,None,None,None,None,2014-10-31,2016-10-31,2020-08-31,admin
1279,ChuongDuong,HNI,10.68.41.2,10.68.41.2,JAE26431C5V,2023-05-01,2024-05-01,None,None,None,None,None,admin
1280,ChuongDuong,HNI,10.68.41.11,10.68.41.11,FCW2051A3CC,None,None,None,None,2022-10-31,2026-10-31,None,admin
1281,ChuongDuong,HNI,10.68.41.13,10.68.41.13,FCW2051A3GY,None,None,None,None,2022-10-31,2026-10-31,None,admin
1282,ChuongDuong,HNI,10.68.41.14,10.68.41.14,FCW2127A2HH,None,None,None,None,2023-10-31,2027-10-31,None,admin
1283,ChuongDuong,HNI,10.68.41.4,10.68.41.4,FCQ1712Y3LE,None,None,None,None,2015-10-31,2019-10-31,None,admin
1284,ChuongDuong,HNI,10.68.41.3,10.68.41.3,FCQ1738X2P7,None,None,None,None,2015-10-31,2019-10-31,None,admin
1285,ChuongDuong,HNI,10.68.41.9,10.68.41.9,FOC1406Z4KN,None,None,None,None,2017-10-30,2021-10-31,None,admin
1286,ChuongDuong,HNI,10.68.41.10,10.68.41.10,FOC1317Y4EA,None,None,None,None,2017-10-30,2021-10-31,None,admin
1287,ChuongDuong,HNI,10.68.41.8,10.68.41.8,FOC1344Y02E,None,None,None,None,2017-10-30,2021-10-31,None,admin
1288,ThanhDo,HNI,10.68.97.1,10.68.97.1,FHK1236275Y,None,None,None,None,2014-10-31,2016-10-31,2013-11-30,admin
1289,DaTuong,HNI,10.68.97.31,10.68.97.31,FCW2028A71U,None,None,None,None,2022-10-31,2026-10-31,None,admin
1290,DaTuong,HNI,10.68.97.11,10.68.97.11,FCW2028A7AA,None,None,None,None,2022-10-31,2026-10-31,None,admin
1291,ThanhDo,HNI,10.68.97.3,10.68.97.3,FOC2221T019,None,None,None,None,2023-10-31,2027-10-31,None,admin
1292,DaTuong,HNI,10.68.97.8,10.68.97.8,FCW2028A720,None,None,None,None,2022-10-31,2026-10-31,None,admin
1293,ThanhDo,HNI,10.68.97.4,10.68.97.4,FCQ1712Y3KJ,None,None,None,None,2015-10-31,2019-10-31,None,admin
1294,DaTuong,HNI,10.68.97.2,10.68.97.2,FCW2028A7AQ,None,None,None,None,2022-10-31,2026-10-31,None,admin
1295,ThanhDo,HNI,10.68.97.5,10.68.97.5,FCW2145A1LY,None,None,None,None,2023-10-31,2027-10-31,None,admin
1296,TranThaiTong,HNI,10.68.110.1,10.68.110.1,FGL153324AR,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
1297,TranThaiTong,HNI,10.68.110.2,10.68.110.2,JAE26431CJL,2023-05-01,2024-05-01,None,None,None,None,None,admin
1298,TranThaiTong,HNI,10.68.110.4,10.68.110.4,FOC1837W4ZR,None,None,None,None,2016-05-11,2020-11-30,None,admin
1299,TrungKinh,HNI,10.68.66.1,10.68.66.1,FGL151520R6,None,None,None,None,2019-09-29,2023-09-30,None,admin
1300,TrungKinh,HNI,10.68.66.2,10.68.66.2,FCQ1712Y3KC,None,None,None,None,2015-10-31,2019-10-31,None,admin
1301,TrungKinh,HNI,10.68.66.5,10.68.66.5,FCQ1712Y3JK,None,None,None,None,2015-10-31,2019-10-31,None,admin
1302,TrungKinh,HNI,10.68.66.3,10.68.66.3,FCW2145A1HJ,None,None,None,None,2023-10-31,2027-10-31,None,admin
1303,TrungKinh,HNI,10.68.66.4,10.68.66.4,FCW2145A1HN,None,None,None,None,2023-10-31,2027-10-31,None,admin
1304,TrungKinh,HNI,10.68.66.7,10.68.66.7,FCQ1712Y3JF,None,None,None,None,2015-10-31,2019-10-31,None,admin
1305,DinhCong,HNI,10.68.81.1,10.68.81.1,CN47G9M008,None,None,None,None,None,None,2020-08-31,admin
1306,DinhCong,HNI,10.68.81.2,10.68.81.2,FOC2031Z1JG,None,None,None,None,2022-10-31,2026-10-31,None,admin
1307,DinhCong,HNI,10.68.81.42,10.68.81.42,FOC1451Z0T5,None,None,None,None,2022-10-31,2026-10-31,2024-02-06,admin
1308,CatLinh,HNI,10.68.34.1,10.68.34.1,CN47G9M007,None,None,None,None,None,None,None,admin
1309,CatLinh,HNI,10.68.34.3,10.68.34.3,FCQ1647X5NN,None,None,None,None,2015-10-31,2019-10-31,None,admin
1310,CatLinh,HNI,10.68.34.4,10.68.34.4,FOC1949W54T,None,None,None,None,2022-10-31,2026-10-31,None,admin
1311,CauGiay,HNI,10.68.43.1,10.68.43.1,FGL2644M6MN,None,None,None,None,None,None,2023-11-25,admin
1312,CauGiay,HNI,10.68.43.2,10.68.43.2,FCW2028A7AS,None,None,None,None,2022-10-31,2026-10-31,None,admin
1313,CauGiay,HNI,10.68.43.3,10.68.43.3,FCW2028A7AC,None,None,None,None,2022-10-31,2026-10-31,None,admin
1314,CauGiay,HNI,10.68.43.5,10.68.43.5,FOC1952Y0T6,None,None,None,None,2022-10-31,2026-10-31,None,admin
1315,BachKhoa,HNI,10.68.44.1,10.68.44.1,FOC08120LAM,None,None,None,None,2012-03-27,2012-03-27,None,admin
1316,BachKhoa,HNI,10.68.44.4,10.68.44.4,FCW2145A1JY,None,None,None,None,2023-10-31,2027-10-31,None,admin
1317,BachKhoa,HNI,10.68.44.3,10.68.44.3,FOC2028W2FE,None,None,None,None,2022-10-31,2026-10-31,None,admin
1318,MyDinh,HNI,10.68.50.1,10.68.50.1,FGL151520QX,None,None,None,None,2019-09-29,2023-09-30,2011-05-17,admin
1319,MyDinh,HNI,10.68.50.3,10.68.50.3,FOC270904ZJ,None,None,None,None,None,None,None,admin
1320,MyDinh,HNI,10.68.50.2,10.68.50.2,FOC1047X7KS,None,None,None,None,2014-12-17,2014-12-17,None,admin
1321,GiaLam,HNI,10.68.140.1,10.68.140.1,FGL2616LCK4,None,None,None,None,2016-11-01,2016-11-01,2020-08-31,admin
1322,GiaLam,HNI,10.68.140.2,10.68.140.2,JAE26171YRL,None,None,None,None,None,None,None,admin
1323,GiaLam,HNI,10.68.141.1,10.68.141.1,FGL2338308Q,None,None,None,None,2025-08-31,2028-11-30,None,admin
1324,GiaLam,HNI,10.68.141.2,10.68.141.2,JAE26171WH0,None,None,None,None,None,None,None,admin
1325,VanGiang,HNI,10.68.142.1,10.68.142.1,FGL2644M7ET,None,None,None,None,None,None,2023-12-31,admin
1326,VanGiang,HNI,10.68.142.2,10.68.142.2,FOC1820S3CA,None,None,None,None,2022-10-31,2026-10-31,None,admin
1327,VanGiang,HNI,10.68.142.3,10.68.142.3,FOC1931Y3GH,None,None,None,None,2022-10-31,2026-10-31,None,admin
1328,ThanhTri,HNI,10.68.143.1,10.68.143.1,FGL2711L8TA,2023-05-30,2024-05-29,None,None,None,None,None,admin
1329,ThanhTri,HNI,10.68.143.2,10.68.143.2,FOC27012NM1,2023-05-30,2024-05-29,None,None,None,None,None,admin
1330,ThanhTri,HNI,10.68.143.3,10.68.143.3,FOC270905G5,2023-05-30,2024-05-29,None,None,None,None,None,admin
1331,TestDev,TestDev,10.31.253.105,10.31.253.105,FGL221780SP,None,None,None,None,2025-08-31,2028-11-30,None,admin
1332,TestDev,TestDev,10.36.148.10,10.36.148.10,CAT0951N2RZ,None,None,None,None,2014-01-30,2018-01-31,None,admin
1333,TestDev,TestDev,10.36.148.101,10.36.148.101,FOC2212R1W2,None,None,None,None,2023-01-30,2027-01-31,None,admin
1334,TestDev,TestDev,10.36.148.102,10.36.148.102,FOC22121YXP,None,None,None,None,2023-01-30,2027-01-31,None,admin
1335,TestDev,TestDev,10.36.148.15,10.36.148.15,FOC1047ZFRU,None,None,None,None,2015-07-31,2017-07-31,None,admin
1336,TestDev,TestDev,10.36.148.16,10.36.148.16,FOC1349Y4UN,None,None,None,None,2015-07-31,2017-07-31,None,admin
1337,TestDev,TestDev,10.36.148.30,10.36.148.30,FDO22390J6P,None,None,None,None,2023-08-09,2027-08-31,None,admin
1338,TestDev,TestDev,10.36.148.31,10.36.148.31,FDO22390J97,None,None,None,None,2023-08-09,2027-08-31,None,admin
1339,TestDev,TestDev,10.36.148.32,10.36.148.32,FDO22390HZQ,None,None,None,None,2023-08-09,2027-08-31,None,admin
1340,TestDev,TestDev,10.36.148.33,10.36.148.33,FDO22390HX8,None,None,None,None,2023-08-09,2027-08-31,None,admin
1341,TestDev,TestDev,10.36.37.50,10.36.37.50,GJWWX292NJ,None,None,None,None,None,2020-01-01,None,admin
1342,TestDev,TestDev,10.36.160.69,10.36.160.69,420eb290-5134-5b48-1fd26d054d0c,None,None,None,None,None,2023-12-31,None,admin
1343,TestDev,TestDev,10.36.148.4,10.36.148.4,FOC1724Y39N,None,None,None,None,2016-11-05,2020-11-30,None,admin
1344,TestDev,TestDev,10.36.148.2,10.36.148.2,FOC1724Y390,None,None,None,None,2016-11-05,2020-11-30,None,admin
1345,TestDev,TestDev,10.36.148.7,10.36.148.7,FOC1724Y39F,None,None,None,None,2016-11-05,2020-11-30,None,admin
1346,TestDev,TestDev,10.36.148.3,10.36.148.3,FOC1724Y384,None,None,None,None,2016-11-05,2020-11-30,None,admin
1347,TestDev,TestDev,10.36.148.6,10.36.148.6,FOC1724Y39X,None,None,None,None,2016-11-05,2020-11-30,None,admin
1348,TestDev,TestDev,10.36.148.5,10.36.148.5,FOC1724Y387,None,None,None,None,2016-11-05,2020-11-30,None,admin
1349,TestDev,TestDev,10.36.148.21,10.36.148.21,FOC1837W4NL,None,None,None,None,2015-11-05,2020-11-30,None,admin
1350,TestDev,TestDev,10.36.148.25,10.36.148.25,FOC1945S31P,None,None,None,None,2023-10-31,2027-10-31,None,admin
1351,TestDev,TestDev,10.36.147.4,10.36.147.4,AL3213AK0086,None,None,2013-11-09,2016-10-09,None,2024-11-30,None,admin
1352,TestDev,TestDev,118.70.213.226,118.70.213.226,AL3213AK0089,None,None,2013-11-09,2016-10-09,None,2024-11-30,None,admin
1353,DC-Viettel,DC-Viettel,10.23.35.1,10.23.35.1,FDO25200AUZ,2021-07-19,2024-07-18,None,None,2025-10-01,None,2021-07-19,admin
1354,DC-Viettel,DC-Viettel,10.23.35.2,10.23.35.2,FDO25200ATM,2021-07-19,2024-07-18,None,None,2025-10-01,None,2021-07-19,admin
1355,DC-Viettel,DC-Viettel,10.23.35.7,10.23.35.7,2105BA2490,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1356,DC-Viettel,DC-Viettel,10.23.35.8,10.23.35.8,2105BA2488,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1357,DC-Viettel,DC-Viettel,10.23.35.11,10.23.35.11,FXS2501Q08D,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
1358,DC-Viettel,DC-Viettel,10.23.35.12,10.23.35.12,FXS2449Q2NU,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
1359,DC-Viettel,DC-Viettel,10.23.35.14,10.23.35.14,2103BA2196,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1360,DC-Viettel,DC-Viettel,10.23.35.15,10.23.35.15,2101BA2416,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1361,DC-Viettel,DC-Viettel,10.23.35.17,10.23.35.17,2105BA2809,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1362,DC-Viettel,DC-Viettel,10.23.35.18,10.23.35.18,2105BA2762,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1363,DC-Viettel,DC-Viettel,10.23.35.20,10.23.35.20,FOC2517L30G,2021-08-30,2024-08-29,None,None,2027-03-01,None,2021-08-30,admin
1364,DC-Viettel,DC-Viettel,10.23.35.21,10.23.35.21,2045BA0310,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1365,DC-Viettel,DC-Viettel,10.23.35.22,10.23.35.22,2045BA0130,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1366,DC-Viettel,DC-Viettel,10.16.183.61,10.16.183.61,JMX2519X18B,2021-07-13,2024-07-12,None,2024-06-23,2025-08-01,None,2021-07-13,admin
1367,DC-Viettel,DC-Viettel,10.16.183.62,10.16.183.62,JMX2519X17K,2021-07-13,2024-07-12,None,2024-06-23,2025-08-01,None,2021-07-13,admin
1368,DC-Viettel,DC-Viettel,10.16.168.41,10.16.168.41,N/A,2021-07-13,2024-07-12,None,2024-06-23,2024-03-01,None,2021-07-13,admin
1369,DC-Viettel,DC-Viettel,10.23.35.151,10.23.35.151,F5-AQST-CCOZ,2021-07-31,2024-07-30,None,2024-07-16,2027-01-01,2031-01-01,2021-07-31,admin
1370,DC-Viettel,DC-Viettel,10.23.35.152,10.23.35.152,F5-HXML-BEBD,2021-07-31,2024-07-30,None,2024-07-16,2027-01-01,2031-01-01,2021-07-31,admin
1371,DC-Viettel,DC-Viettel,10.23.35.155,10.23.35.155,GQZ5L83,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,2026-09-01,2021-12-09,admin
1372,DC-Viettel,DC-Viettel,10.16.183.47,10.16.183.47,5TXZJD7RFE,2021-01-09,2024-01-08,None,None,None,None,2021-01-09,admin
1373,DC-Viettel,DC-Viettel,10.16.183.48,10.16.183.48,5WHWPD7RR9,2021-01-09,2024-01-08,None,None,None,None,2021-01-09,admin
1374,DC-Viettel,DC-Viettel,10.16.183.50,10.16.183.50,5WVJWD7RP3,2021-01-09,2024-01-08,None,None,None,None,2021-01-09,admin
1375,DC-Viettel,DC-Viettel,10.23.35.27,10.23.35.27,2045BA0147,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1376,DC-Viettel,DC-Viettel,10.23.35.28,10.23.35.28,2045BA0139,2021-12-09,2024-12-08,None,2024-08-12,2025-07-31,None,2021-12-09,admin
1377,DC-Viettel,DC-Viettel,10.23.35.30,10.23.35.30,FOC2520L0UG,2021-07-13,2024-07-12,None,None,2027-03-01,None,2021-07-13,admin
1378,DC-Viettel,DC-Viettel,10.16.183.21,10.16.183.21,3918320073,2021-12-09,2024-12-08,None,2024-04-26,None,2026-03-01,2021-12-09,admin
1379,DC-Viettel,DC-Viettel,10.16.183.22,10.16.183.22,3918320076,2021-12-09,2024-12-08,None,2024-04-26,None,2026-03-01,2021-12-09,admin
1380,DC-Viettel,DC-Viettel,10.23.35.31,10.23.35.31,FXS2501Q07L,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
1381,DC-Viettel,DC-Viettel,10.23.35.32,10.23.35.32,FXS2449Q2H5,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
1382,DC-Viettel,DC-Viettel,10.23.35.33,10.23.35.33,FXS2502Q2FK,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
1383,DC-Viettel,DC-Viettel,10.23.35.34,10.23.35.34,FXS2501Q095,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
1384,DC-Viettel,DC-Viettel,10.23.35.35,10.23.35.35,FXS2502Q2EQ,2021-07-25,2024-07-24,None,None,2023-08-01,2027-07-01,2021-07-25,admin
