,device_branch,device_province,device_name,device_ip,device_serial_number,start_ma_date,end_ma_date,start_license_date,end_license_date,end_sw_support_date,end_hw_support_date,start_used_date,user_created
911,HOMN,HOMN,10.100.175.34,10.100.175.34,FGL2603LQH8,2023-04-15,2026-04-16,None,None,None,None,None,admin
912,HOMN,HOMN,10.100.175.38,10.100.175.38,FGL2603LQK8,2023-04-15,2026-04-16,None,None,None,None,None,admin
913,HOMN,HOMN,10.100.175.42,10.100.175.42,FGL2603LQG2,2023-04-15,2026-04-16,None,None,None,None,None,admin
914,HOMN,HOMN,10.100.175.60,10.100.175.60,FGL2603LQGF,2023-04-15,2026-04-16,None,None,None,None,None,admin
915,HOMN,HOMN,10.100.175.11,10.100.175.11,FGL2603LQHG,2023-04-15,2026-04-16,None,None,None,None,None,admin
916,HOMN,HOMN,10.100.175.32,10.100.175.32,FGL2603LQJS,2023-04-15,2026-04-16,None,None,None,None,None,admin
917,HOMN,HOMN,10.100.175.31,10.100.175.31,FGL2603LQH3,2023-04-15,2026-04-16,None,None,None,None,None,admin
918,HOMN,HOMN,10.100.175.17,10.100.175.17,FGL2603LQHA,2023-04-15,2026-04-16,None,None,None,None,None,admin
919,HOMN,HOMN,10.100.175.62,10.100.175.62,FGL2603LQH0,2023-04-15,2026-04-16,None,None,None,None,None,admin
920,FE,FE,10.30.57.1,10.30.57.1,FGL260LQJM,2023-04-15,2026-04-16,None,None,None,None,None,admin
921,HOMN,HOMN,10.100.175.25,10.100.175.25,FGL2603LQJK,2023-04-15,2026-04-16,None,None,None,None,None,admin
922,HOMN,HOMN,10.100.175.23,10.100.175.23,FGL2603LQG6,2023-04-15,2026-04-16,None,None,None,None,None,admin
923,HOMN,HOMN,10.100.175.24,10.100.175.24,FGL2603LQG7,2023-04-15,2026-04-16,None,None,None,None,None,admin
924,HOMN,HOMN,10.100.175.33,10.100.175.33,FGL2603LQGB,2023-04-15,2026-04-16,None,None,None,None,None,admin
925,HOMN,HOMN,10.100.175.46,10.100.175.46,FGL2603LQJ4,2023-04-15,2026-04-16,None,None,None,None,None,admin
926,HOMN,HOMN,10.100.175.14,10.100.175.14,FGL2603LQH4,2023-04-15,2026-04-16,None,None,None,None,None,admin
927,HOMN,HOMN,10.100.175.19,10.100.175.19,FGL2603LQGG,2023-04-15,2026-04-16,None,None,None,None,None,admin
928,HOMN,HOMN,10.100.175.12,10.100.175.12,FGL2603LQJ2,2023-04-15,2026-04-16,None,None,None,None,None,admin
929,HOMN,HOMN,10.100.175.52,10.100.175.52,FGL2603LQJH,2023-04-15,2026-04-16,None,None,None,None,None,admin
930,HOMN,HOMN,10.100.175.63,10.100.175.63,FGL2603LQFW,2023-04-15,2026-04-16,None,None,None,None,None,admin
931,HOMN,HOMN,10.100.175.49,10.100.175.49,FGL2603LQGW,2023-04-15,2026-04-16,None,None,None,None,None,admin
932,HOMN,HOMN,10.100.175.45,10.100.175.45,FGL2603LQHF,2023-04-15,2026-04-16,None,None,None,None,None,admin
933,HOMN,HOMN,10.100.175.36,10.100.175.36,FGL2603LQFY,2023-04-15,2026-04-16,None,None,None,None,None,admin
934,HOMN,HOMN,10.100.175.15,10.100.175.15,FGL2603LQG0,2023-04-15,2026-04-16,None,None,None,None,None,admin
935,HOMN,HOMN,10.100.175.18,10.100.175.18,FGL2603LQHE,2023-04-15,2026-04-16,None,None,None,None,None,admin
936,TonDucThang,HNI,10.68.61.1,10.68.61.1,FGL153324AK,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
937,TDT,HNI,10.68.61.2,10.68.61.2,JAE26431BU9,2023-05-01,2024-05-01,None,None,None,None,None,admin
938,TDT,HNI,10.68.61.3,10.68.61.3,FCQ1712Y3LV,None,None,None,None,2015-10-31,2019-10-31,None,admin
939,TDT,HNI,10.68.61.5,10.68.61.5,FDO1840R11X,None,None,None,None,2017-10-30,2021-10-31,None,admin
940,TranHungDao,HNI,10.39.25.1,10.39.25.1,FGL164310ME,None,None,None,None,2020-09-12,2022-12-31,2012-11-19,admin
941,TranHungDao,HNI,10.39.25.2,10.39.25.2,FOC1644Z04X,None,None,None,None,2016-05-11,2020-11-30,None,admin
942,TranHungDao,HNI,10.39.25.3,10.39.25.3,FCW2051A376,None,None,None,None,2022-10-31,2026-10-31,None,admin
943,TranHungDao,HNI,10.39.25.4,10.39.25.4,FCW2051A3CG,None,None,None,None,2022-10-31,2026-10-31,None,admin
944,HNI,HNI,10.39.25.5,10.39.25.5,FOC1635Z0FG,None,None,None,None,2016-05-11,2020-11-30,None,admin
945,HNI,HNI,10.39.25.16,10.39.25.16,FCW2051A396,None,None,None,None,2022-10-31,2026-10-31,None,admin
946,HNI,HNI,10.39.25.17,10.39.25.17,FCQ1644X3S2,None,None,None,None,2015-10-31,2019-10-31,None,admin
947,HNI,HNI,10.39.25.10,10.39.25.10,FCW2051A3FC,None,None,None,None,2022-10-31,2026-10-31,None,admin
948,HNI,HNI,10.39.25.9,10.39.25.9,FCW2051A3CU,None,None,None,None,2022-10-31,2026-10-31,None,admin
949,HNI,HNI,10.39.25.15,10.39.25.15,FCQ1738X2LY,None,None,None,None,2015-10-31,2019-10-31,None,admin
950,HNI,HNI,10.39.25.11,10.39.25.11,FCQ1644X3SG,None,None,None,None,2015-10-31,2019-10-31,None,admin
951,HNI,HNI,10.39.25.14,10.39.25.14,FCQ1641Y4F6,None,None,None,None,2015-10-31,2019-10-31,None,admin
952,HNI,HNI,10.39.25.13,10.39.25.13,FOC1822Y1ND,None,None,None,None,2015-10-31,2019-10-31,None,admin
953,LangHa,HNI,10.68.123.2,10.68.123.2,JAE26431C99,2023-05-01,2024-05-01,None,None,2015-10-31,2019-10-31,None,admin
954,LangHa,HNI,10.68.123.5,10.68.123.5,FOC2229T0QP,None,None,None,None,2023-10-31,2027-10-31,None,admin
955,LangHa,HNI,10.68.123.3,10.68.123.3,FCW2127A2H1,None,None,None,None,2023-10-31,2027-10-31,None,admin
956,LangHa,HNI,10.68.123.8,10.68.123.8,FOC2229T1NH,None,None,None,None,2023-10-31,2027-10-31,None,admin
957,LangHa,HNI,10.68.123.4,10.68.123.4,FCW2127A2FR,None,None,None,None,2023-10-31,2027-10-31,None,admin
958,VuongThuaVu,HNI,10.68.121.1,10.68.121.1,FGL153327GK,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
959,VanPhu,HNI,10.68.121.2,10.68.121.2,FOC2239T4RP,None,None,None,None,2023-10-31,2027-10-31,None,admin
960,HaiBaTrung,HNI,10.68.113.1,10.68.113.1,FGL171321N7 ,None,None,None,None,2019-09-29,2023-09-30,None,admin
961,HaiBaTrung,HNI,10.68.113.2,10.68.113.2,JAE26431B94,2023-05-01,2024-05-01,None,None,None,None,None,admin
962,HaiBaTrung,HNI,10.68.113.3,10.68.113.3,FOC1451V3BG,None,None,None,None,2015-10-31,2019-10-31,None,admin
963,HaiBaTrung,HNI,10.68.113.4,10.68.113.4,FOC1451X3A0,None,None,None,None,2015-10-31,2019-10-31,None,admin
964,HaiBaTrung,HNI,10.68.113.5,10.68.113.5,FOC1451X3AD,None,None,None,None,2015-10-31,2019-10-31,None,admin
965,HaiBaTrung,HNI,10.68.113.7,10.68.113.7,FCQ1644X3PS,None,None,None,None,2015-10-31,2019-10-31,None,admin
966,HaiBaTrung,HNI,10.68.113.6,10.68.113.6,FCQ1644Y5S1,None,None,None,None,2015-10-31,2019-10-31,None,admin
967,HaiBaTrung,HNI,10.68.113.8,10.68.113.8,FCQ1644X2BS,None,None,None,None,2015-10-31,2019-10-31,None,admin
968,HaiBaTrung,HNI,10.68.113.9,10.68.113.9,FCQ1644X3QN,None,None,None,None,2015-10-31,2019-10-31,None,admin
969,SGD,HNI,10.68.113.14,10.68.113.14,FCW2051A3FB,None,None,None,None,2022-10-31,2026-10-31,None,admin
970,SGD,HNI,10.68.113.19,10.68.113.19,FOC2229T1JB,None,None,None,None,2023-10-31,2027-10-31,None,admin
971,SGD,HNI,10.68.113.24,10.68.113.24,FOC2229Y2A7,None,None,None,None,2023-10-31,2027-10-31,None,admin
972,SGD,HNI,10.68.113.28,10.68.113.28,FOC2229T1NB,None,None,None,None,2023-10-31,2027-10-31,None,admin
973,SGD,HNI,10.68.113.17,10.68.113.17,FCW2051A39Y,None,None,None,None,2022-10-31,2026-10-31,None,admin
974,SGD,HNI,10.68.113.29,10.68.113.29,FOC2229T1C8,None,None,None,None,2023-10-31,2027-10-31,None,admin
975,SGD,HNI,10.68.113.18,10.68.113.18,FOC2229T1NS,None,None,None,None,2023-10-31,2027-10-31,None,admin
976,TramTroi,HNI,10.68.107.1,10.68.107.1,FGL153324A9,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
977,TramTroi,HNI,10.68.107.2,10.68.107.2,JAE26431CA5,2023-05-01,2024-05-01,None,None,None,None,None,admin
978,TramTroi,HNI,10.68.107.3,10.68.107.3,FCW2051A3EY,None,None,None,None,2022-10-31,2026-10-31,None,admin
979,Phung,HNI,10.68.105.1,10.68.105.1,FDO2222A1AZ,None,None,None,None,2025-08-31,2028-11-30,2018-06-27,admin
980,Phung,HNI,10.68.105.3,10.68.105.3,FOC2221T02J,None,None,None,None,2023-10-31,2027-10-31,None,admin
981,Phung,HNI,10.68.105.2,10.68.105.2,FOC2221T01W,None,None,None,None,2023-10-31,2027-10-31,None,admin
982,ThuongTin,HNI,10.68.104.1,10.68.104.1,FDO2222A0YY,None,None,None,None,2025-08-31,2028-11-30,None,admin
983,ThuongTin,HNI,10.68.104.2,10.68.104.2,FOC2239T4DT,None,None,None,None,2023-10-31,2027-10-31,None,admin
984,ThuongTin,HNI,10.68.104.3,10.68.104.3,FOC2239T4DG,None,None,None,None,2023-10-31,2027-10-31,None,admin
985,PhuongMai,HNI,10.68.101.1,10.68.101.1,FGL153324AD,None,None,None,None,2019-09-29,2023-09-30,None,admin
986,PhuongMai,HNI,10.68.101.2,10.68.101.2,JAE26431BFE,2023-05-01,2024-05-01,None,None,None,None,None,admin
987,PhuongMai,HNI,10.68.101.3,10.68.101.3,FCW2145A1HT,None,None,None,None,2023-10-31,2027-10-31,None,admin
988,PhuongMai,HNI,10.68.101.11,10.68.101.11,FOC2709054U,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
989,PhuongMai,HNI,10.68.101.12,10.68.101.12,FOC27090530,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
990,PhuongMai,HNI,10.68.101.13,10.68.101.13,FOC270904XU,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
991,PhuongMai,HNI,10.68.101.14,10.68.101.14,FOC2709057W,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
992,PhuongMai,HNI,10.68.101.15,10.68.101.15,FOC270905BZ,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
993,PhuongMai,HNI,10.68.101.16,10.68.101.16,FOC27090518,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
994,PhuongMai,HNI,10.68.101.17,10.68.101.17,FOC270905E6,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
995,PhuongMai,HNI,10.68.101.18,10.68.101.18,FOC270904ZN,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
996,PhuongMai,HNI,10.68.101.19,10.68.101.19,FOC270905GW,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
997,PhuongMai,HNI,10.68.101.21,10.68.101.21,FOC2709051X,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
998,PhuongMai,HNI,10.68.101.22,10.68.101.22,FOC270905FF,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
999,PhuongMai,HNI,10.68.101.23,10.68.101.23,FOC270905GU,2023-05-01,2024-05-01,None,None,None,None,2023-11-04,admin
1000,LeHongPhong,HNI,10.68.100.1,10.68.100.1,FGL151527RV,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
1001,LeHongPhong,HNI,10.68.100.2,10.68.100.2,FOC1451X39T,None,None,None,None,2015-10-31,2019-10-31,None,admin
1002,LeHongPhong,HNI,10.68.100.3,10.68.100.3,FOC2031Z1LJ,None,None,None,None,2022-10-31,2026-10-31,None,admin
1003,AuCo,HNI,10.68.51.1,10.68.51.1,FGL151520RY,None,None,None,None,2019-09-29,2023-09-30,2011-05-17,admin
1004,YenPhu,HNI,10.68.51.2,10.68.51.2,JAE26431CNQ,2023-05-01,2024-05-01,None,None,None,None,None,admin
1005,YenPhu,HNI,10.68.51.3,10.68.51.3,FCW2237B1BJ,None,None,None,None,2023-10-31,2027-10-31,None,admin
1006,YenPhu,HNI,10.68.51.5,10.68.51.5,FOC2239T4UJ,None,None,None,None,2023-10-31,2027-10-31,None,admin
1007,HaThanh,HNI,10.68.108.1,10.68.108.1,FGL153324AA,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
1008,KhuongDinh,HNI,10.68.108.2,10.68.108.2,JAE26431BNP,2023-05-01,2024-05-01,None,None,None,None,None,admin
1009,KhuongDinh,HNI,10.68.108.3,10.68.108.3,FCQ1651Y7N5,None,None,None,None,2015-10-31,2019-10-31,None,admin
1010,KhuongDinh,HNI,10.68.108.4,10.68.108.4,FCQ1712Y3K7,None,None,None,None,2015-10-31,2019-10-31,None,admin
1011,HaThanh,HNI,10.68.108.42,10.68.108.42,FCW2127A2JW,None,None,None,None,2023-10-31,2027-10-31,None,admin
1012,NamHaNoi,HNI,10.68.108.22,10.68.108.22,FOC2148Y1SX,None,None,None,None,2022-10-31,2026-10-31,None,admin
1013,NamHaNoi,HNI,10.68.108.28,10.68.108.28,FCW2051A3F7,None,None,None,None,2022-10-31,2026-10-31,None,admin
1014,NamHaNoi,HNI,10.68.108.27,10.68.108.27,FCW2226A0YN,None,None,None,None,2022-10-31,2026-10-31,None,admin
1015,NamHaNoi,HNI,10.68.108.26,10.68.108.26,FOC2126Z36A,None,None,None,None,2022-10-31,2026-10-31,None,admin
1016,NamHaNoi,HNI,10.68.108.23,10.68.108.23,FCW2226A12W,None,None,None,None,2022-10-31,2026-10-31,None,admin
